locus_tag,possible.G.to.A,possible.G.to.T,possible.G.to.C,possible.A.to.G,possible.A.to.T,possible.A.to.C,possible.T.to.G,possible.T.to.A,possible.T.to.C,possible.C.to.G,possible.C.to.A,possible.C.to.T,gene.length,gene
ECB_01296,66,45,45,42,14,16,27,31,95,39,42,98,906,ompG
ECB_01297,76,54,54,77,23,24,39,61,129,39,44,70,999,ycjW
ECB_01298,140,97,97,68,32,33,40,51,134,66,79,150,1398,ycjX
ECB_01299,104,72,72,68,23,24,36,45,94,51,62,103,1062,ycjF
ECB_01300,150,101,101,84,29,31,56,70,161,69,81,153,1542,tyrR
ECB_01301,37,28,28,30,14,14,28,33,49,25,30,65,507,tpx
ECB_01302,108,76,76,57,24,26,36,45,100,37,46,74,966,ycjG
ECB_01303,53,36,36,53,25,27,32,37,82,47,54,89,789,ycjI
ECB_01304,8,4,4,20,9,9,8,11,20,8,10,12,183,ymjC
ECB_01305,55,34,34,66,35,37,41,57,104,35,42,87,933,ycjY
ECB_01306,58,33,33,69,52,54,53,63,120,28,39,60,900,ycjZ
ECB_01307,143,99,99,114,50,50,51,69,168,61,71,129,1614,mppA
ECB_01308,61,43,43,60,28,30,44,72,130,37,56,102,1032,ynaI
ECB_01309,29,18,18,13,7,7,10,17,29,8,10,18,258,ynaJ
ECB_01310,78,55,55,66,22,22,30,45,89,37,49,95,951,ydaA
ECB_01311,61,36,36,32,9,9,40,45,76,29,49,92,753,fnr
ECB_01312,34,23,23,39,16,17,23,29,52,28,36,55,516,ogt
ECB_01313,122,100,100,86,51,53,59,82,167,69,88,155,1527,abgT
ECB_01314,91,69,69,105,47,47,48,57,135,90,105,161,1446,abgB
ECB_01315,86,59,59,83,40,41,67,75,140,78,86,132,1311,abgA
ECB_01316,79,48,48,70,28,28,22,35,91,33,45,79,909,abgR
ECB_01317,59,41,41,26,8,8,17,21,55,23,29,58,564,ydaL
ECB_01318,87,57,57,88,31,32,38,52,140,59,78,120,1233,ydaM
ECB_01319,72,57,57,56,23,24,42,53,118,46,56,91,984,ydaN
ECB_01320,130,91,91,95,40,40,59,73,161,51,68,109,1374,dbpA
ECB_01321,82,53,53,57,12,12,40,51,93,27,39,95,936,ydaO
ECB_01322,83,52,52,125,65,79,33,43,115,31,46,88,1236,intR
ECB_01323,12,5,5,19,10,11,7,9,16,5,10,21,216,xisR
ECB_01324,9,3,3,29,10,13,9,12,20,7,7,12,210,ydaC
ECB_01325,4,3,3,28,16,18,7,8,23,5,8,9,195,lar
ECB_01326,44,24,24,76,39,40,41,49,84,27,36,71,810,recT
ECB_01327,146,97,97,223,104,104,117,139,248,98,126,263,2601,recE
ECB_01328,11,7,7,32,14,14,11,16,28,10,13,24,276,racC
ECB_01329,4,2,2,22,3,5,8,10,16,1,1,12,171,ydaE
ECB_01330,10,5,5,18,12,12,12,18,29,7,9,16,222,kil
ECB_01331,23,7,7,38,17,21,26,33,70,14,22,34,489,sieB
ECB_01332,10,6,6,14,5,5,3,3,7,9,11,21,156,ydaF
ECB_01333,8,3,3,6,2,2,7,7,14,3,5,14,135,ydaG
ECB_01334,16,9,9,11,7,8,5,6,15,4,5,9,138,ECB_01334
ECB_01335,33,22,22,31,10,14,13,17,32,8,12,27,345,ECB_01335
ECB_01336,20,10,10,27,12,12,9,14,24,11,12,24,273,ECB_01336
ECB_01337,42,26,26,29,21,23,24,31,54,21,24,48,534,ydfQ
ECB_01338,20,11,11,23,9,9,18,18,34,17,23,26,300,rzpR
ECB_01339,73,45,45,102,80,86,93,119,240,23,30,72,1458,trkG
ECB_01340,38,22,22,36,12,16,15,23,40,15,17,32,432,ynaK
ECB_01341,67,37,37,68,23,24,34,45,83,27,38,72,837,ECB_01341
ECB_01342,158,102,102,213,151,166,90,108,222,71,87,150,2226,ECB_01342
ECB_01343,16,8,8,22,7,8,14,17,36,8,11,23,279,ECB_01343
ECB_01344,26,21,21,10,9,9,14,16,34,9,10,21,294,ECB_01344
ECB_01345,31,19,19,68,32,36,23,31,62,21,34,39,591,pinR
ECB_01346,11,5,5,37,15,19,9,12,26,2,6,17,267,ynaE
ECB_01347,34,23,23,32,13,15,16,23,42,20,27,46,435,ynaF
ECB_01348,46,35,35,69,30,30,67,72,145,48,52,128,1134,ompN
ECB_01349,289,216,216,212,77,78,138,172,342,188,217,383,3525,ydbK
ECB_01350,22,16,16,20,10,10,12,13,32,10,12,17,267,ydbJ
ECB_01351,33,25,25,35,12,12,13,16,38,14,15,41,423,hslJ
ECB_01352,80,59,59,59,20,20,39,46,88,44,51,129,990,ldhA
ECB_01353,224,158,158,178,75,76,95,116,275,118,137,254,2640,ydbH
ECB_01354,14,7,7,11,3,3,12,15,23,4,9,16,186,ynbE
ECB_01355,24,17,17,37,15,16,15,16,35,7,11,17,327,ydbL
ECB_01356,65,35,35,68,35,36,33,39,99,41,46,75,906,feaR
ECB_01357,138,99,99,110,55,56,60,77,157,62,73,118,1500,feaB
ECB_01358,109,78,78,89,31,31,70,89,172,90,111,193,1719,tynA
ECB_01359,24,12,12,28,9,9,15,16,24,16,19,30,309,insE-2
ECB_01360,79,53,53,46,26,29,21,24,64,36,55,99,867,insF-2
ECB_01361,59,44,44,33,15,16,21,29,52,18,23,47,534,ydbC
ECB_01362,152,88,88,176,87,95,107,134,308,58,76,152,2307,ydbD
ECB_01363,48,30,30,29,18,19,31,39,82,22,28,47,606,ynbA
ECB_01364,60,40,40,70,41,45,33,47,117,31,40,75,897,ynbB
ECB_01365,148,114,114,109,46,49,68,87,209,71,92,145,1758,ynbC
ECB_01366,106,74,74,83,47,50,49,63,138,45,60,117,1293,ynbD
ECB_01367,49,36,36,36,15,15,30,36,60,26,35,70,606,acpD
ECB_01368,394,269,269,201,46,48,127,169,324,165,223,434,3846,hrpA
ECB_01369,56,37,37,48,30,31,35,41,90,29,46,75,801,ydcF
ECB_01370,106,71,71,100,42,44,60,79,143,68,86,135,1440,aldA
ECB_01371,64,50,50,65,23,23,47,61,108,56,66,103,1002,gapC
ECB_01372,12,9,9,16,6,6,17,20,29,18,22,35,276,insA-12
ECB_01373,61,45,45,25,14,17,10,11,29,18,27,55,504,insB-12
ECB_01374,47,33,33,30,19,21,18,25,57,13,21,48,531,cybB
ECB_01375,10,8,8,13,6,6,8,10,22,8,9,13,174,ydcA
ECB_01376,17,13,13,7,3,4,4,7,9,7,11,21,150,hokB
ECB_01377,11,7,7,12,8,8,12,14,20,5,8,16,168,mokB
ECB_01378,140,92,92,112,46,50,67,89,174,72,100,134,1641,trg
ECB_01379,78,52,52,65,32,34,59,65,110,33,42,75,924,ydcI
ECB_01380,139,86,86,86,35,35,50,64,140,44,61,106,1344,ydcJ
ECB_01381,112,81,81,89,34,34,70,89,179,65,75,158,1626,ydcG
ECB_01382,16,13,13,18,9,9,8,9,20,4,5,16,204,ECB_01382
ECB_01383,15,6,6,23,5,6,5,6,19,9,12,20,225,ydcH
ECB_01384,39,22,22,41,10,11,23,28,62,13,22,43,540,rimL
ECB_01385,58,38,38,62,29,31,29,49,114,54,64,97,981,ydcK
ECB_01386,92,71,71,53,35,36,34,41,99,44,52,107,993,tehA
ECB_01387,35,28,28,36,10,11,27,34,68,25,30,63,594,tehB
ECB_01388,40,30,30,52,17,17,39,45,82,23,27,54,669,ydcL
ECB_01389,15,10,10,22,11,14,11,13,32,12,15,29,288,yncK
ECB_01390,103,48,48,84,45,50,47,52,99,51,65,116,1209,ydcM
ECB_01391,95,77,77,71,52,53,52,70,132,60,73,117,1176,ydcO
ECB_01392,40,26,26,40,21,21,21,26,59,25,31,41,537,ydcN
ECB_01393,166,116,116,113,45,45,70,98,209,88,102,203,1962,ydcP
ECB_01394,25,17,17,22,7,7,5,5,22,4,4,11,231,yncJ
ECB_01395,34,18,18,36,12,13,21,25,57,17,23,30,438,ydcQ
ECB_01396,130,88,88,98,39,39,55,69,146,54,68,116,1407,ydcR
ECB_01397,87,63,63,64,16,16,40,47,99,64,71,128,1146,ydcS
ECB_01398,104,69,69,52,21,23,39,43,89,55,67,104,1014,ydcT
ECB_01399,101,84,84,45,30,30,33,42,93,37,48,95,942,ydcU
ECB_01400,79,68,68,47,28,28,24,29,77,40,52,87,795,ydcV
ECB_01401,137,108,108,91,37,39,59,68,139,55,70,125,1425,ydcW
ECB_01402,12,10,10,11,6,6,8,8,20,4,7,15,174,ydcX
ECB_01403,18,11,11,15,1,1,2,4,18,17,22,31,234,ydcY
ECB_01404,37,26,26,23,16,17,14,23,47,31,36,53,450,ydcZ
ECB_01405,44,34,34,28,11,11,12,17,55,28,34,49,519,yncA
ECB_01406,94,68,68,63,28,29,49,55,117,36,46,85,1038,yncB
ECB_01407,47,29,29,67,18,21,28,38,78,17,23,46,666,yncC
ECB_01408,133,94,94,134,65,66,74,92,222,117,133,222,2103,yncD
ECB_01409,92,69,69,64,19,20,49,57,107,48,57,114,1062,yncE
ECB_01410,130,101,101,66,30,30,55,78,154,81,94,165,1500,ansP
ECB_01411,54,30,30,40,20,21,29,38,80,16,21,42,618,yncG
ECB_01412,9,2,2,18,9,9,6,13,31,5,8,13,213,yncH
ECB_01413,234,146,146,91,51,55,52,65,135,98,123,250,2127,ECB_01413
ECB_01414,512,379,379,174,109,126,88,101,232,189,259,535,4224,rhsE
ECB_01415,16,8,8,34,16,19,20,32,85,3,6,21,483,ydcD
ECB_01416,44,18,18,68,34,38,22,36,101,19,24,37,747,ECB_01416
ECB_01417,10,4,4,25,12,16,4,5,19,2,7,12,201,ECB_01417
ECB_01418,40,22,22,67,25,30,27,46,103,16,26,53,792,ydcC
ECB_01419,11,6,6,20,7,7,9,15,23,5,8,20,228,ydcE
ECB_01420,47,32,32,41,22,23,24,28,56,21,29,46,570,yddH
ECB_01421,98,63,63,40,16,17,22,28,99,28,31,64,846,nhoA
ECB_01422,52,41,41,33,12,12,27,31,60,18,27,55,567,yddE
ECB_01423,67,50,50,26,18,19,14,23,55,30,41,81,681,narV
ECB_01424,82,55,55,36,12,12,12,13,52,32,39,83,696,narW
ECB_01425,106,78,78,85,21,21,41,53,105,93,116,214,1545,narY
ECB_01426,265,195,195,192,67,67,106,140,284,243,273,505,3741,narZ
ECB_01427,88,71,71,76,45,46,56,73,156,78,102,153,1389,narU
ECB_01428,17,6,6,24,17,20,15,17,44,7,7,23,336,yddJ
ECB_01429,27,15,15,90,49,56,37,48,142,18,22,78,957,yddK
ECB_01430,11,5,5,19,6,6,18,19,43,14,15,24,291,yddL
ECB_01431,55,49,49,56,35,35,23,33,84,48,57,97,825,yddG
ECB_01433,83,55,55,34,7,8,27,35,71,44,56,112,885,fdnH
ECB_01434,68,52,52,28,8,8,10,22,47,19,30,69,654,fdnI
ECB_01435,29,22,22,38,20,23,7,11,30,12,15,30,363,yddM
ECB_01436,70,54,54,66,27,27,51,60,103,53,61,110,1011,adhP
ECB_01437,139,100,100,102,37,37,54,71,138,82,111,206,1698,sfcA
ECB_01438,5,2,2,15,6,7,7,9,12,7,7,14,138,rpsV
ECB_01439,13,7,7,14,5,5,11,13,26,9,13,19,216,bdm
ECB_01440,39,29,29,40,20,20,9,14,33,17,21,37,432,osmC
ECB_01441,93,63,63,56,26,28,32,41,84,42,59,89,927,yddO
ECB_01442,84,57,57,60,36,37,37,48,95,44,57,97,987,yddP
ECB_01443,70,55,55,56,36,36,30,46,91,50,60,91,897,yddQ
ECB_01444,94,76,76,51,36,37,31,44,99,58,72,126,1023,yddR
ECB_01445,124,88,88,97,40,42,41,56,131,78,88,173,1551,yddS
ECB_01446,44,31,31,30,11,11,23,26,59,28,37,69,582,ddpX
ECB_01447,166,115,115,146,42,42,67,105,224,128,163,278,2400,dos
ECB_01448,56,38,38,71,22,27,37,52,124,51,69,109,1044,yddV
ECB_01449,99,71,71,92,49,54,46,57,109,60,78,137,1320,yddW
ECB_01450,108,89,89,102,57,58,69,94,161,67,86,167,1536,xasA
ECB_01451,96,68,68,74,21,22,60,69,121,70,88,183,1401,gadB
ECB_01452,208,122,122,228,87,91,109,134,313,106,130,227,2796,pqqL
ECB_01453,135,90,90,127,51,52,88,113,288,109,131,254,2373,yddB
ECB_01454,105,66,66,120,47,47,80,106,210,53,75,149,1686,yddA
ECB_01455,53,26,26,86,28,30,49,64,160,34,46,89,1158,ydeM
ECB_01456,87,46,46,134,71,73,80,90,200,59,68,144,1683,ydeN
ECB_01457,44,24,24,56,24,27,36,48,102,19,24,62,762,ydeO
ECB_01458,12,8,8,18,8,10,5,11,24,5,8,14,198,ECB_01458
ECB_01459,153,89,89,155,85,88,101,126,249,94,117,217,2280,ydeP
ECB_01460,41,29,29,79,60,60,39,49,106,42,45,81,915,ydeQ
ECB_01461,33,20,20,39,18,22,30,34,63,14,22,39,504,ydeR
ECB_01462,36,23,23,40,20,22,21,28,66,23,25,45,531,ydeS
ECB_01463,60,33,33,68,43,45,64,74,157,41,48,101,1149,ydeT
ECB_01464,46,29,29,68,41,42,54,66,147,35,42,78,1011,ECB_01464
ECB_01465,14,7,7,24,17,17,20,24,56,14,19,23,351,ECB_01465
ECB_01466,17,14,14,23,14,14,11,14,30,10,14,21,282,ECB_01466
ECB_01467,24,15,15,25,11,11,21,26,49,16,19,31,384,ECB_01467
ECB_01468,30,18,18,32,20,22,31,37,74,28,31,51,537,yneL
ECB_01469,110,70,70,106,55,66,36,47,127,43,65,110,1323,hipA
ECB_01470,27,15,15,22,8,8,4,8,20,7,8,21,267,hipB
ECB_01471,104,74,74,68,33,34,60,66,139,67,75,156,1401,ydeU
ECB_01472,73,63,63,43,26,26,34,45,82,46,53,90,798,ydeZ
ECB_01473,73,46,46,74,30,31,36,46,96,54,62,104,1023,yneA
ECB_01474,73,57,57,55,19,20,31,42,99,35,46,65,876,yneB
ECB_01475,22,14,14,20,3,3,9,10,27,13,15,33,291,yneC
ECB_01476,67,40,40,43,21,23,32,37,74,31,38,76,759,tam
ECB_01477,72,50,50,49,25,26,35,52,106,40,53,98,915,yneE
ECB_01478,127,95,95,86,31,31,66,83,142,47,60,166,1452,uxaB
ECB_01479,88,70,70,55,28,28,35,47,95,39,52,88,948,yneF
ECB_01480,29,18,18,21,7,7,19,20,39,16,20,32,360,yneG
ECB_01481,85,67,67,55,21,21,37,51,98,38,52,78,927,yneH
ECB_01482,121,88,88,90,44,45,62,77,147,52,67,110,1389,yneI
ECB_01483,70,51,51,52,26,27,42,52,96,42,47,83,882,yneJ
ECB_01484,48,21,21,91,44,52,43,53,149,42,52,97,1116,yneK
ECB_01485,110,84,84,61,37,37,42,64,124,53,69,124,1191,sotB
ECB_01486,65,53,53,39,21,21,16,30,63,28,38,66,666,marC
ECB_01487,12,2,2,30,12,14,21,24,34,11,12,19,285,ECB_01487
ECB_01488,25,11,11,35,14,18,10,17,33,8,11,21,321,ECB_01488
ECB_01489,44,30,30,32,11,12,14,18,41,17,19,45,435,marR
ECB_01490,30,19,19,29,9,10,8,11,31,14,21,41,384,marA
ECB_01491,15,10,10,13,8,8,13,14,27,12,12,15,219,marB
ECB_01492,91,74,74,56,34,34,27,35,99,31,50,81,900,eamA
ECB_01493,87,67,67,57,30,31,46,65,130,68,85,140,1188,ydeE
ECB_01494,56,35,35,59,23,27,35,47,124,28,43,72,891,ydeH
ECB_01495,23,11,11,29,15,15,17,22,49,17,20,32,393,ydeI
ECB_01496,32,20,20,43,18,21,23,29,58,27,30,48,519,ydeJ
ECB_01497,156,108,108,137,55,56,86,101,232,75,95,171,2046,dcp
ECB_01498,52,39,39,43,14,14,37,45,84,38,45,78,747,ydfG
ECB_01499,51,30,30,41,9,9,24,39,69,34,38,74,687,ydfH
ECB_01500,10,7,7,13,5,5,15,17,20,12,15,28,204,ydfZ
ECB_01501,109,73,73,107,47,48,61,73,167,56,65,117,1461,ydfI
ECB_01502,85,67,67,89,44,47,55,85,147,46,61,109,1284,ydfJ
ECB_01503,11,5,5,37,15,19,9,12,26,2,6,17,267,ydfK
ECB_01504,33,21,21,67,32,36,23,31,61,20,35,39,591,pinQ
ECB_01505,28,23,23,8,7,7,18,21,38,5,7,18,294,ECB_01505
ECB_01506,43,22,22,68,36,43,35,45,83,15,22,48,705,ECB_01506
ECB_01507,16,8,8,19,10,10,11,15,33,7,10,20,282,ECB_01507
ECB_01508,138,82,82,245,161,176,117,132,255,65,76,141,2379,stfR
ECB_01509,52,45,45,18,6,6,25,29,58,31,32,70,600,lomR
ECB_01510,128,84,84,56,38,42,47,63,131,49,70,126,1320,ECB_01510
ECB_01511,25,12,12,27,9,9,15,16,24,16,19,30,309,insE-3
ECB_01512,79,53,53,46,26,29,21,24,64,36,55,99,867,insF-3
ECB_01513,17,8,8,13,7,8,9,12,24,6,6,14,207,ybcW
ECB_01514,9,2,2,20,6,6,7,11,20,2,7,8,174,gnsB
ECB_01515,6,4,4,21,14,15,5,7,17,5,6,8,156,ynfN
ECB_01516,17,8,8,21,10,15,8,12,36,1,3,16,255,ECB_01516
ECB_01517,12,7,7,15,3,3,15,17,29,4,5,14,213,cspI
ECB_01518,25,11,11,47,23,27,26,32,56,23,27,34,498,ydfP
ECB_01519,42,24,24,27,18,19,24,32,55,23,29,50,534,ydfQ
ECB_01520,51,28,28,44,14,19,22,30,61,18,20,38,552,ydfR
ECB_01521,17,8,8,17,9,11,7,8,21,10,11,19,216,essQ
ECB_01522,35,16,16,73,36,45,27,34,106,8,14,33,714,ECB_01522
ECB_01523,60,29,29,52,26,32,34,36,102,12,14,39,723,ECB_01523
ECB_01524,24,12,12,28,9,9,15,16,24,16,19,30,309,insE-4
ECB_01525,79,53,53,46,26,29,21,24,64,36,55,99,867,insF-4
ECB_01526,6,4,4,14,6,8,10,11,20,1,2,7,150,ECB_01526
ECB_01527,27,14,14,47,23,25,28,33,61,16,18,42,525,ECB_01527
ECB_01528,27,14,14,22,8,10,17,21,51,13,16,23,381,ECB_01528
ECB_01529,56,32,32,43,24,25,16,19,45,22,29,57,579,ydfU
ECB_01530,16,5,5,19,10,13,14,15,23,12,15,30,279,ECB_01530
ECB_01531,13,7,7,25,12,12,10,12,34,6,11,15,252,rem
ECB_01532,16,7,7,13,7,8,3,3,6,9,15,19,156,hokD
ECB_01533,6,5,5,3,2,2,9,12,16,1,1,5,90,ECB_01533
ECB_01534,43,22,22,52,26,28,29,38,81,32,44,79,780,ECB_01534
ECB_01535,42,26,26,31,11,14,19,20,35,13,19,35,423,ECB_01535
ECB_01536,71,40,40,81,34,39,39,47,98,33,50,88,1020,ECB_01536
ECB_01537,35,15,15,34,18,20,24,28,53,9,19,29,462,ydfX
ECB_01538,21,11,11,14,8,9,15,16,28,7,9,15,231,dicC
ECB_01539,19,9,9,59,26,29,18,19,33,13,19,32,408,ECB_01539
ECB_01540,13,9,9,13,5,7,8,8,17,11,12,26,207,ECB_01540
ECB_01541,24,12,12,35,24,25,17,21,39,12,17,28,366,ECB_01541
ECB_01542,22,11,11,22,9,10,9,11,29,13,17,27,288,ECB_01542
ECB_01543,8,5,5,22,8,9,11,14,26,2,4,10,189,dicB
ECB_01544,10,4,4,16,10,11,12,15,25,4,6,12,192,ydfD
ECB_01545,137,68,68,205,88,92,105,126,236,98,128,234,2472,ydfE
ECB_01546,15,7,7,26,10,13,7,11,22,8,10,17,252,ECB_01546
ECB_01547,17,8,8,33,22,25,9,9,30,9,10,20,321,intQ
ECB_01549,56,46,46,88,31,32,51,72,132,36,44,74,1020,rspB
ECB_01550,80,55,55,66,21,21,56,67,128,58,70,127,1215,rspA
ECB_01551,35,28,28,15,6,6,14,20,42,10,13,26,327,ynfA
ECB_01552,19,10,10,23,6,6,14,17,31,21,26,46,342,ynfB
ECB_01553,42,22,22,32,11,11,18,25,62,27,30,56,561,speG
ECB_01554,46,32,32,66,25,26,26,28,81,23,29,60,711,ynfC
ECB_01555,19,10,10,14,9,9,9,12,28,29,30,41,306,ynfD
ECB_01556,140,100,100,155,60,63,95,125,232,146,173,285,2427,ynfE
ECB_01557,143,94,94,156,72,74,88,107,229,131,175,275,2424,ynfF
ECB_01558,34,23,23,32,11,11,22,24,60,40,45,79,618,ynfG
ECB_01559,58,46,46,50,37,37,42,55,86,42,53,97,855,ynfH
ECB_01560,61,40,40,46,21,21,26,28,62,20,22,45,615,ynfI
ECB_01561,106,82,82,73,43,43,48,62,130,73,84,141,1257,ynfJ
ECB_01562,63,50,50,56,24,25,25,32,61,29,37,72,696,bioD
ECB_01563,114,74,74,62,30,30,46,65,127,53,67,127,1221,mlc
ECB_01564,86,63,63,49,20,22,43,54,105,34,46,76,894,ynfL
ECB_01565,103,79,79,56,33,33,46,62,131,74,86,153,1254,ynfM
ECB_01566,27,18,18,35,11,11,18,18,27,11,11,16,309,asr
ECB_01567,69,54,54,60,29,29,34,42,98,31,34,62,822,ydgD
ECB_01568,28,17,17,15,6,6,17,19,40,19,25,34,330,ydgE
ECB_01569,25,19,19,25,8,8,16,25,48,16,19,33,366,ydgF
ECB_01570,111,83,83,52,27,27,33,51,105,43,62,105,1035,ydgG
ECB_01571,131,111,111,64,31,31,67,86,134,49,67,155,1389,pntB
ECB_01572,133,108,108,106,44,45,50,74,128,74,87,150,1533,pntA
ECB_01573,56,38,38,67,26,26,57,61,91,53,62,105,945,ydgH
ECB_01574,117,98,98,79,41,41,57,70,124,76,93,179,1383,ydgI
ECB_01575,52,41,41,46,22,23,23,33,77,34,41,78,723,ydgB
ECB_01576,26,22,22,16,10,10,12,20,39,15,19,32,336,ydgC
ECB_01577,48,32,32,53,20,21,30,37,81,39,48,81,729,rstA
ECB_01578,104,74,74,73,32,32,44,55,138,59,80,149,1302,rstB
ECB_01579,86,49,49,58,19,20,35,43,99,41,52,88,930,tus
ECB_01580,131,98,98,92,35,35,43,54,116,64,78,148,1404,fumC
ECB_01581,144,107,107,105,28,28,67,79,154,68,88,170,1647,fumA
ECB_01582,102,70,70,82,24,24,45,59,113,48,52,121,1176,manA
ECB_01583,140,95,95,113,39,40,45,59,123,57,65,155,1509,ydgA
ECB_01584,79,58,58,90,39,43,52,64,171,53,61,91,1266,uidC
ECB_01585,115,94,94,78,43,44,44,59,118,70,89,170,1374,uidB
ECB_01586,139,97,97,103,38,38,49,60,146,92,110,212,1812,uidA
ECB_01587,48,32,32,37,13,15,17,26,52,29,42,59,591,uidR
ECB_01588,41,35,35,62,29,32,42,55,90,28,35,69,768,hdhA
ECB_01589,94,70,70,64,32,32,41,51,103,51,69,97,1029,malI
ECB_01590,114,92,92,82,40,40,61,79,144,97,124,215,1593,malX
ECB_01591,89,62,62,58,22,22,48,60,124,56,71,123,1173,malY
ECB_01592,64,41,41,60,25,25,45,64,105,65,75,118,1002,add
ECB_01593,91,63,63,64,32,32,42,50,110,47,60,102,1041,ydgJ
ECB_01594,6,3,3,10,4,4,10,13,18,3,4,8,126,blr
ECB_01595,13,7,7,14,3,3,9,9,23,12,14,27,216,ydgT
ECB_01596,38,26,26,32,17,17,19,23,51,22,29,40,441,ydgK
ECB_01597,59,48,48,19,10,10,23,31,61,34,39,70,582,rnfA
ECB_01598,44,33,33,26,7,7,22,31,60,32,40,66,579,rnfB
ECB_01599,171,95,95,161,54,56,105,141,216,134,152,216,2223,rnfC
ECB_01600,86,63,63,60,35,36,43,57,111,57,68,119,1059,rnfD
ECB_01601,56,41,41,48,21,21,25,29,60,26,34,56,621,rnfG
ECB_01602,60,49,49,45,25,26,27,40,60,35,41,88,696,rnfE
ECB_01603,50,33,33,37,11,11,30,37,67,31,38,68,636,nth
ECB_01604,112,91,91,65,30,30,97,115,148,56,79,192,1503,ydgR
ECB_01605,56,35,35,41,15,16,21,25,55,24,28,66,606,gst
ECB_01606,76,56,56,51,19,19,34,42,85,39,48,85,864,pdxY
ECB_01607,114,66,66,69,16,16,59,68,115,49,62,155,1275,tyrS
ECB_01608,49,25,25,34,7,7,31,35,71,36,42,67,657,pdxH
ECB_01609,25,13,13,19,4,4,11,14,37,19,22,36,330,ydhA
ECB_01610,87,59,59,69,43,44,51,64,121,59,71,107,1110,ydhH
ECB_01611,26,16,16,29,17,17,42,46,61,24,27,44,468,slyB
ECB_01612,42,27,27,39,14,14,16,23,41,12,20,38,435,slyA
ECB_01613,16,13,13,13,7,7,9,11,25,11,14,29,237,ydhI
ECB_01614,57,43,43,57,25,25,37,48,85,47,56,89,858,ydhJ
ECB_01615,155,111,111,112,59,60,75,94,218,107,130,216,2013,ydhK
ECB_01616,29,24,24,42,13,13,21,26,53,38,40,60,522,sodC
ECB_01617,81,61,61,56,21,21,35,45,92,35,46,87,897,ydhF
ECB_01618,20,10,10,20,8,8,5,6,22,10,13,19,240,ydhL
ECB_01619,41,29,29,36,14,14,18,21,44,26,29,63,516,ydhM
ECB_01620,75,56,56,75,33,33,59,77,125,52,60,105,1098,nemA
ECB_01621,27,24,24,28,3,3,21,23,36,21,26,51,408,gloA
ECB_01622,35,27,27,40,16,16,24,29,55,44,47,92,648,rnt
ECB_01623,390,295,295,305,150,160,168,207,414,298,365,505,4617,lhr
ECB_01624,31,21,21,22,3,3,16,19,28,13,19,40,348,ydhD
ECB_01625,49,33,33,63,20,21,40,47,83,48,54,79,816,ydhO
ECB_01626,34,27,27,37,16,16,31,35,57,24,29,73,582,sodB
ECB_01628,10,5,5,9,5,5,5,6,13,5,7,13,120,ECB_01628
ECB_01629,83,62,62,57,19,19,43,51,89,50,64,115,1026,purR
ECB_01630,86,58,58,56,29,31,35,39,91,38,48,77,933,ydhB
ECB_01631,101,82,82,62,33,34,51,63,123,66,76,148,1212,ydhC
ECB_01632,61,40,40,67,23,23,41,54,127,62,68,126,1149,cfa
ECB_01633,49,38,38,50,19,19,16,27,61,30,34,60,642,ribC
ECB_01634,128,106,106,65,37,37,64,86,143,63,85,143,1374,norM
ECB_01635,102,70,70,83,40,41,59,76,134,66,74,125,1257,ydhQ
ECB_01636,18,7,7,23,7,7,17,18,34,14,17,29,306,ydhR
ECB_01637,101,58,58,129,52,53,61,84,179,69,90,142,1605,ydhS
ECB_01638,43,31,31,53,32,36,23,36,82,44,58,91,813,ydhT
ECB_01639,74,49,49,47,22,24,27,31,93,28,34,66,786,ydhU
ECB_01640,50,30,30,42,19,20,25,32,68,23,34,67,669,ydhX
ECB_01641,70,34,34,34,15,15,22,27,61,21,27,54,648,ydhW
ECB_01642,132,95,95,142,56,57,91,112,232,85,99,197,2103,ydhV
ECB_01643,35,25,25,46,22,22,19,28,62,34,41,71,627,ydhY
ECB_01644,17,9,9,23,10,11,5,8,16,8,11,17,210,ydhZ
ECB_01645,76,57,57,91,25,25,106,112,134,60,87,187,1413,pykF
ECB_01646,17,11,11,13,5,5,23,23,25,4,6,31,237,lpp
ECB_01647,93,66,66,77,47,47,47,57,106,32,44,69,1005,ynhG
ECB_01648,31,17,17,29,7,8,10,22,45,22,22,37,417,sufE
ECB_01649,115,81,81,48,23,24,44,54,115,70,82,142,1221,sufS
ECB_01650,125,87,87,81,34,35,30,36,112,46,68,139,1272,sufD
ECB_01651,66,41,41,49,14,14,23,32,77,36,43,73,747,sufC
ECB_01652,118,83,83,88,30,30,42,58,122,75,87,176,1488,sufB
ECB_01653,32,22,22,22,11,11,7,8,28,19,20,42,369,sufA
ECB_01654,16,10,10,18,2,2,20,22,39,10,12,23,270,ydiH
ECB_01655,36,24,24,31,16,16,15,19,38,16,25,37,411,ydiI
ECB_01656,289,208,208,166,67,67,103,129,285,153,184,318,3057,ydiJ
ECB_01657,101,83,83,51,21,22,43,61,109,70,87,128,1113,ydiK
ECB_01658,16,7,7,23,6,7,12,17,41,18,22,35,357,ydiL
ECB_01659,44,38,38,58,30,31,39,56,114,39,50,85,858,ydiM
ECB_01660,84,68,68,71,40,41,53,77,143,51,70,140,1266,ydiN
ECB_01661,58,38,38,69,21,21,29,38,93,43,51,83,867,ydiB
ECB_01662,53,40,40,52,17,17,28,38,72,46,55,81,759,aroD
